Player,Zone %,Zone Swing %,Zone Contact %,Chase %,Chase Contact %,Edge %,1st Pitch Swing %,Swing %,Whiff %,Meatball %,Meatball Swing %,BBE,GB %,FB %,LD %,PU %,Pull %,Straight %,Oppo %,Weak %,Topped %,Under %,Flare/Burner %,Solid %,Launch Angle Sweet-Spot %,Pitches,Batted Balls,Barrels,Barrel %,Hard Hit %,Exit Velocity,Launch Angle,XBA,XSLG,XWOBA,XWOBACON,,Hit_Score,Walk_Score,Bats_Score,Bases_Score
"Straw, Myles",64.3,55.6,80.0,20.0,100.0,35.7,25.0,42.9,16.7,14.3,100.0,4,50.0,0.0,25.0,25.0,0.0,50.0,50.0,25.0,25.0,25.0,25.0,0.0,50.0,14,4,0,0.0,0.0,79.5,23.3,0.216,0.246,0.197,0.197,,-7.164,-0.246,-0.245,-7.856
"Thomas, Lane",50.7,64.0,82.8,22.9,59.1,44.0,28.3,43.8,23.3,8.4,73.7,340,39.1,26.8,23.2,10.9,40.0,37.1,22.9,3.2,27.1,27.4,27.9,7.1,31.5,2080,340,25,7.4,40.6,88.8,17.0,0.242,0.377,0.307,0.374,,0.484,-0.233,-0.233,1.194
"Noel, Jhonkensy",42.7,66.1,80.5,45.0,49.7,43.1,39.4,54.1,34.2,6.7,73.5,117,35.0,29.1,19.7,16.2,52.1,28.2,19.7,1.7,32.5,31.6,15.4,4.3,30.8,725,117,17,14.5,36.8,88.6,19.3,0.218,0.435,0.323,0.439,,1.472,-0.242,-0.241,5.466
"Kwan, Steven",51.7,57.6,95.3,19.2,79.6,43.4,11.1,39.1,8.2,8.4,67.8,431,37.4,28.3,27.8,6.5,30.4,37.6,32.0,4.4,28.1,31.8,27.8,5.3,38.5,2165,431,11,2.6,23.7,86.3,14.9,0.284,0.385,0.333,0.325,,-1.984,-0.23,-0.23,-3.43
"Fry, David",49.4,71.0,83.8,28.0,54.0,42.2,35.7,49.2,24.8,6.5,74.7,255,34.1,32.9,24.3,8.6,47.1,31.0,22.0,3.5,24.3,29.4,29.0,6.3,36.9,1515,255,19,7.5,37.6,88.3,19.6,0.246,0.394,0.326,0.365,,0.534,-0.236,-0.236,1.247
"Manzardo, Kyle",51.3,64.7,81.0,27.7,51.2,41.5,28.2,46.7,27.6,8.3,69.8,105,28.6,40.0,23.8,7.6,38.1,35.2,26.7,3.8,20.0,40.0,16.2,10.5,31.4,636,105,10,9.5,40.0,89.1,22.1,0.197,0.377,0.271,0.337,,-0.012,-0.242,-0.242,2.554
"Rocchio, Brayan",46.9,68.3,80.6,29.9,57.7,43.9,34.9,47.9,24.3,7.5,71.2,300,47.7,25.0,20.7,6.7,37.7,40.7,21.7,9.7,34.0,26.7,21.3,4.0,36.0,1669,300,12,4.0,22.3,84.6,9.4,0.21,0.302,0.275,0.287,,-2.378,-0.235,-0.235,-2.734
"Giménez, Andrés",51.1,74.6,83.3,37.4,60.8,44.5,32.7,56.4,22.8,7.4,80.3,495,51.1,18.4,24.0,6.5,37.6,37.8,24.6,6.1,35.8,24.0,26.9,4.4,32.7,2400,495,14,2.8,28.5,86.3,8.7,0.262,0.355,0.296,0.322,,0.579,-0.227,-0.228,-1.17
"Martínez, Angel",48.6,62.0,88.2,35.9,65.6,44.0,29.0,48.6,19.8,8.0,77.8,121,44.6,24.8,21.5,9.1,41.3,41.3,17.4,5.8,36.4,27.3,23.1,5.8,29.8,677,121,2,1.7,32.2,86.5,14.9,0.223,0.304,0.271,0.294,,-0.199,-0.241,-0.241,-1.55
"Rodríguez, Johnathan",45.1,65.8,71.2,28.1,37.0,45.7,42.5,45.1,40.5,5.7,40.0,17,82.4,11.8,5.9,0.0,35.3,52.9,11.8,5.9,52.9,11.8,29.4,0.0,11.8,175,17,0,0.0,47.1,91.3,-10.8,0.134,0.157,0.257,0.239,,1.614,-0.245,-0.245,-0.779
"Freeman, Tyler",50.0,64.5,89.5,29.1,68.2,46.1,26.4,46.9,16.4,8.0,76.4,283,45.9,23.7,22.6,7.8,39.9,35.7,24.4,7.8,33.2,28.3,20.8,6.7,30.7,1381,283,9,3.2,34.6,87.7,13.0,0.236,0.338,0.302,0.293,,-0.347,-0.235,-0.236,-1.415
"Schunk, Aaron",48.2,76.0,80.1,42.2,53.1,45.8,50.5,58.5,27.6,7.5,92.9,63,36.5,25.4,33.3,4.8,39.7,36.5,23.8,6.3,31.7,27.0,25.4,4.8,39.7,371,63,3,4.8,31.7,85.3,11.9,0.205,0.307,0.236,0.331,,-1.157,-0.247,-0.248,-1.788
"Doyle, Brenton",48.1,74.5,81.1,30.0,42.9,43.0,37.7,51.4,29.8,7.2,82.7,401,40.4,29.2,25.9,4.5,36.9,36.4,26.7,5.5,28.2,25.2,24.4,6.0,37.4,2158,401,42,10.5,41.4,89.2,13.2,0.254,0.436,0.329,0.412,,0.949,-0.235,-0.236,-0.098
"Toglia, Michael",45.1,66.7,77.5,27.3,39.9,44.1,32.2,45.1,34.9,6.9,79.7,255,35.3,36.1,24.7,3.9,41.6,37.3,21.2,1.2,27.1,23.1,22.7,8.6,39.2,1920,255,44,17.3,50.2,92.1,15.1,0.244,0.503,0.358,0.496,,1.509,-0.24,-0.24,2.007
"McMahon, Ryan",52.1,65.6,77.6,26.5,49.1,42.6,32.3,46.9,30.0,8.5,75.0,386,49.0,24.6,24.4,2.1,33.9,38.6,27.5,2.3,33.2,18.4,27.5,7.0,36.5,2723,386,42,10.9,49.7,92.1,10.0,0.243,0.414,0.325,0.417,,0.864,-0.236,-0.235,0.189
"Rodgers, Brendan",50.4,69.2,84.8,29.1,48.0,43.4,42.6,49.3,25.9,7.6,84.2,372,56.7,16.9,23.4,3.0,33.3,44.4,22.3,3.2,44.6,16.1,22.8,7.0,33.1,2079,372,21,5.6,44.1,89.3,4.9,0.248,0.377,0.295,0.364,,0.753,-0.236,-0.236,-1.269
"Stallings, Jacob",51.1,64.4,79.3,25.5,46.3,40.7,33.2,45.4,29.8,8.1,80.5,180,45.0,29.4,21.7,3.9,37.2,38.9,23.9,5.6,30.6,21.1,27.2,7.2,38.9,1073,180,13,7.2,34.4,86.6,12.8,0.235,0.381,0.318,0.36,,-1.104,-0.243,-0.243,-1.614
"Jones, Greg",41.4,75.0,55.6,29.4,60.0,27.6,50.0,48.3,42.9,10.3,100.0,1,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29,1,1,100.0,100.0,109.7,26.6,0.198,0.787,0.452,2.022,,4.055,-0.25,-0.25,12.988
"Jones, Nolan",51.9,55.7,79.3,23.0,61.1,45.7,19.6,40.0,25.6,8.3,70.4,169,52.1,20.7,22.5,4.7,26.6,46.2,27.2,7.1,34.9,18.9,26.6,6.5,34.3,1301,169,10,5.9,44.4,88.2,7.8,0.211,0.322,0.287,0.358,,-1.72,-0.243,-0.243,-2.021
"Tovar, Ezequiel",48.1,82.0,77.7,44.1,45.6,40.9,50.0,62.3,33.5,6.9,89.1,467,34.5,33.6,24.6,7.3,36.4,36.4,27.2,5.4,21.8,30.2,25.5,7.7,38.5,2528,467,42,9.0,39.8,88.8,18.9,0.233,0.401,0.289,0.391,,1.625,-0.233,-0.233,1.137
"Hilliard, Sam",49.0,66.7,69.8,27.8,33.7,39.9,30.6,46.9,40.8,7.2,68.1,88,42.0,29.5,22.7,5.7,35.2,36.4,28.4,5.7,21.6,27.3,27.3,2.3,30.7,648,88,13,14.8,52.3,94.6,16.5,0.215,0.403,0.297,0.436,,1.293,-0.246,-0.246,2.155
"Goodman, Hunter",47.3,78.1,80.4,39.9,47.7,41.7,41.5,58.0,31.5,6.0,90.0,149,38.9,33.6,20.8,6.7,40.3,35.6,24.2,6.0,30.2,29.5,14.8,6.7,32.9,828,149,19,12.8,39.6,88.2,16.5,0.209,0.403,0.279,0.368,,0.16,-0.244,-0.245,0.572
"Bryant, Kris",46.7,66.5,76.2,31.2,38.6,43.9,27.7,47.7,36.9,6.9,83.3,86,36.0,25.6,30.2,8.1,46.5,32.6,20.9,7.0,24.4,29.1,31.4,3.5,39.5,608,86,4,4.7,30.2,85.1,18.5,0.211,0.315,0.29,0.352,,-1.492,-0.246,-0.247,-1.492
"Beck, Jordan",50.7,73.1,73.4,33.5,46.8,46.0,38.8,53.6,34.8,8.5,85.7,106,46.2,29.2,21.7,2.8,34.0,40.6,25.5,4.7,28.3,26.4,28.3,5.7,32.1,659,106,7,6.6,32.1,86.1,13.4,0.209,0.329,0.263,0.376,,-0.945,-0.246,-0.246,-1.085
"Bouchard, Sean",48.7,65.7,75.4,22.2,38.8,42.0,32.4,43.4,33.7,10.0,76.7,61,49.2,29.5,19.7,1.6,49.2,27.9,23.0,3.3,36.1,26.2,19.7,9.8,29.5,431,61,3,4.9,34.4,89.8,10.7,0.167,0.281,0.258,0.299,,-3.36,-0.247,-0.247,-2.577
"Romo, Drew",51.3,72.2,82.9,38.0,45.7,39.7,43.4,55.6,29.5,7.4,92.9,33,48.5,30.3,15.2,6.1,39.4,39.4,21.2,9.1,36.4,36.4,15.2,0.0,21.2,189,33,1,3.0,15.2,82.2,14.7,0.148,0.202,0.173,0.236,,-4.441,-0.248,-0.249,-3.742
"Amador, Adael",54.6,73.8,87.5,48.1,57.7,51.3,52.8,62.2,20.3,9.2,90.9,29,51.7,41.4,6.9,0.0,55.2,27.6,17.2,0.0,31.0,31.0,27.6,0.0,20.7,119,29,2,6.9,31.0,88.2,17.1,0.242,0.333,0.264,0.305,,-0.108,-0.249,-0.249,-1.453
"Cave, Jake",51.2,71.0,78.7,33.4,55.3,46.6,31.5,52.6,28.2,7.9,77.4,229,45.9,24.5,27.9,1.7,29.7,41.5,28.8,7.0,33.2,22.3,26.2,5.2,35.8,1345,229,12,5.2,37.1,87.5,7.5,0.233,0.357,0.277,0.364,,-0.191,-0.241,-0.242,-1.462
"Ibáñez, Andy",49.5,73.6,78.1,32.4,48.7,41.4,29.1,52.8,30.8,6.7,73.8,163,34.4,26.4,25.2,14.1,39.3,33.1,27.6,2.5,22.7,35.0,29.4,5.5,33.7,917,163,8,4.9,33.1,88.1,20.3,0.214,0.324,0.268,0.324,,-0.977,-0.231,-0.232,-1.73
"Greene, Riley",48.8,66.3,80.6,23.1,54.2,41.6,30.2,44.3,26.8,7.6,74.7,358,43.6,27.7,24.9,3.9,37.4,39.4,23.2,1.4,32.7,21.2,22.9,8.1,39.1,2415,358,48,13.4,47.1,91.3,12.2,0.253,0.477,0.353,0.445,,2.688,-0.224,-0.223,4.48
"Kreidler, Ryan",50.2,68.9,72.5,23.7,48.4,43.0,46.2,46.4,32.0,9.1,91.7,40,47.5,27.5,15.0,10.0,47.5,30.0,22.5,12.5,30.0,32.5,17.5,2.5,17.5,263,40,2,5.0,22.5,82.0,13.2,0.17,0.252,0.231,0.272,,-7.873,-0.236,-0.236,-7.534
"Meadows, Parker",48.9,65.9,83.1,25.8,46.9,41.9,21.5,45.5,27.0,7.7,74.2,196,33.2,31.1,25.0,10.7,36.2,41.8,21.9,4.6,23.5,34.7,23.0,6.1,34.7,1214,196,15,7.7,32.3,87.0,18.5,0.229,0.378,0.298,0.362,,-1.389,-0.23,-0.23,-1.027
"Jung, Jace",50.8,64.8,80.3,26.3,40.0,47.2,25.5,45.9,31.1,6.5,72.0,50,50.0,20.0,22.0,8.0,30.0,36.0,34.0,6.0,28.0,22.0,38.0,2.0,32.0,386,50,2,4.0,34.0,86.4,11.0,0.219,0.287,0.293,0.344,,-1.847,-0.236,-0.236,-3.874
"Rogers, Jake",51.2,68.3,75.2,25.9,45.3,43.7,37.2,47.6,32.7,6.7,82.1,213,40.4,32.9,21.1,5.6,44.1,38.5,17.4,5.2,28.2,25.4,21.6,9.4,32.9,1258,213,21,9.9,41.8,89.0,15.7,0.218,0.413,0.297,0.391,,0.484,-0.229,-0.23,2.169
"Madris, Bligh",51.3,77.3,77.1,19.4,46.2,44.7,44.0,49.1,28.9,5.8,93.8,48,31.3,31.3,22.9,14.6,31.3,33.3,35.4,6.3,22.9,31.3,20.8,8.3,37.5,275,48,5,10.4,35.4,87.1,23.7,0.228,0.363,0.287,0.356,,-1.677,-0.236,-0.236,-0.759
"Sweeney, Trey",50.0,67.0,82.0,33.5,37.3,41.1,29.4,50.2,32.4,8.7,84.6,79,44.3,29.1,19.0,7.6,35.4,50.6,13.9,1.3,39.2,22.8,17.7,10.1,27.8,448,79,7,8.9,46.8,91.1,12.8,0.211,0.411,0.298,0.378,,3.763,-0.235,-0.235,4.654
"Baddoo, Akil",50.3,65.6,73.3,30.4,43.8,45.0,31.7,48.1,34.6,6.6,85.7,47,38.3,31.9,14.9,14.9,53.2,38.3,8.5,0.0,29.8,31.9,19.1,6.4,25.5,318,47,6,12.8,46.8,91.1,21.0,0.197,0.397,0.297,0.401,,1.563,-0.236,-0.236,5.062
"Vierling, Matt",51.9,62.1,87.0,22.0,60.5,42.1,18.5,42.8,19.5,8.5,72.8,402,42.0,23.6,26.4,8.0,36.8,37.6,25.6,3.5,33.8,25.1,23.9,5.5,34.1,2312,402,30,7.5,40.9,89.8,11.7,0.256,0.393,0.309,0.362,,0.275,-0.222,-0.222,-0.807
"McKinstry, Zach",51.0,66.7,84.9,27.9,57.3,44.5,28.0,47.7,22.1,7.2,82.2,230,32.6,31.3,29.6,6.5,37.8,37.0,25.2,3.9,23.0,30.9,30.0,7.8,37.8,1249,230,10,4.3,32.6,88.0,18.7,0.238,0.364,0.294,0.337,,-1.377,-0.229,-0.229,-2.572
"Dingler, Dillon",52.3,71.1,74.8,36.7,63.8,49.2,33.3,54.7,28.7,7.9,80.8,54,44.4,20.4,27.8,7.4,37.0,35.2,27.8,5.6,25.9,22.2,31.5,11.1,35.2,331,54,2,3.7,48.1,89.8,9.6,0.239,0.375,0.278,0.41,,2.775,-0.235,-0.236,0.725
"Carpenter, Kerry",47.5,70.4,81.6,32.2,46.0,43.5,27.8,50.5,30.3,7.6,75.3,192,37.0,37.5,19.8,5.7,41.7,33.3,25.0,3.1,25.5,24.0,23.4,5.7,40.1,1131,192,34,17.7,46.4,90.5,17.6,0.265,0.555,0.379,0.487,,3.798,-0.23,-0.23,7.502
"Keith, Colt",49.2,67.9,86.6,29.9,55.6,41.8,27.8,48.6,23.2,7.4,85.2,408,44.1,25.0,26.0,4.9,36.3,37.0,26.7,4.2,30.4,25.2,29.4,5.1,34.6,2022,408,23,5.6,35.3,87.8,11.3,0.266,0.393,0.311,0.361,,0.519,-0.222,-0.223,-1.713
"Torkelson, Spencer",52.3,66.9,82.3,23.2,45.7,44.1,25.2,46.0,26.6,7.9,78.4,238,34.5,31.1,21.0,13.4,47.1,31.9,21.0,2.9,27.3,36.6,21.0,5.0,31.5,1593,238,16,6.7,39.7,89.0,20.2,0.209,0.351,0.283,0.345,,-1.379,-0.229,-0.228,-1.07
"Báez, Javier",42.7,64.9,82.3,43.2,55.6,38.3,33.3,52.4,30.2,6.5,62.1,206,46.6,25.7,20.9,6.8,41.3,38.8,19.9,3.4,37.9,25.7,18.4,6.3,27.7,1028,206,16,7.8,40.0,88.3,11.2,0.222,0.345,0.264,0.326,,1.596,-0.23,-0.23,1.075
"Malloy, Justyn-Henry",53.3,65.0,72.1,19.7,30.8,41.9,23.5,43.9,36.6,8.5,72.6,119,36.1,40.3,16.8,6.7,44.5,29.4,26.1,3.4,26.9,30.3,21.8,6.7,31.9,992,119,13,10.9,37.8,87.6,18.7,0.179,0.327,0.267,0.365,,-3.242,-0.233,-0.233,-0.433
"Pérez, Wenceel",48.3,65.0,84.2,28.4,66.7,42.7,24.0,46.1,20.9,7.3,64.6,300,36.0,26.0,27.7,10.3,39.7,37.7,22.7,3.7,26.7,31.3,26.7,6.3,37.7,1754,300,13,4.3,30.6,88.4,18.0,0.241,0.354,0.291,0.337,,-1.648,-0.226,-0.226,-2.909
"Vilade, Ryan",53.2,73.0,78.1,35.2,71.0,42.6,40.8,55.3,24.0,9.0,82.4,35,57.1,20.0,22.9,0.0,28.6,45.7,25.7,11.4,42.9,20.0,20.0,0.0,25.7,188,35,2,5.7,37.1,86.2,5.5,0.226,0.305,0.246,0.306,,-0.216,-0.236,-0.236,-2.388
"Pasquantino, Vinnie",48.0,66.3,91.9,30.7,71.6,42.7,23.9,47.8,14.5,7.3,75.0,439,40.3,27.8,23.5,8.4,45.8,35.3,18.9,2.5,30.1,28.2,23.2,8.9,31.9,2133,439,31,7.1,46.5,91.0,14.6,0.266,0.438,0.331,0.349,,1.736,-0.218,-0.219,1.767
"Gurriel, Yuli",45.2,61.4,85.9,27.9,62.8,42.7,18.5,43.1,22.3,11.0,71.0,41,43.9,19.5,31.7,4.9,53.7,36.6,9.8,4.9,26.8,24.4,39.0,2.4,34.1,281,41,1,2.4,53.7,90.3,7.5,0.254,0.328,0.316,0.35,,2.454,-0.234,-0.233,0.304
"DeJong, Paul",51.2,80.6,73.7,34.3,43.9,42.5,37.8,58.0,34.9,7.4,88.3,294,32.0,33.3,24.5,10.2,42.9,34.4,22.8,6.1,20.7,30.6,23.8,8.5,36.4,1851,294,30,10.2,41.5,87.8,20.0,0.218,0.395,0.291,0.401,,1.343,-0.224,-0.223,3.213
"Massey, Michael",48.9,67.3,91.3,37.4,66.1,44.5,20.3,52.0,17.9,7.2,74.0,282,39.7,33.0,21.3,6.0,51.8,29.1,19.1,3.2,28.4,29.4,24.8,7.1,34.4,1330,282,20,7.1,36.9,89.2,16.8,0.258,0.414,0.309,0.347,,0.336,-0.224,-0.225,0.571
"Hampson, Garrett",53.5,66.1,81.1,26.3,56.5,44.8,28.1,47.6,22.9,7.9,78.6,158,38.6,29.7,22.8,8.9,34.8,33.5,31.6,7.6,28.5,32.9,20.9,5.7,31.6,883,158,7,4.4,30.4,86.0,16.1,0.206,0.282,0.244,0.296,,-2.547,-0.229,-0.229,-2.677
"Pham, Tommy",53.0,59.8,84.1,18.7,53.8,42.2,19.0,40.5,22.5,7.9,69.5,335,44.2,22.4,27.2,6.3,33.7,37.6,28.7,2.7,32.2,23.6,26.3,7.8,32.2,1923,335,24,7.2,42.7,90.4,11.0,0.263,0.407,0.319,0.379,,0.581,-0.222,-0.222,0.845
"Grossman, Robbie",49.9,57.0,82.3,15.7,59.3,42.5,23.3,36.3,22.7,7.9,66.7,152,44.1,23.7,25.7,6.6,46.1,32.2,21.7,2.0,36.2,28.9,25.0,4.6,30.3,1031,152,5,3.3,27.6,86.3,13.3,0.214,0.298,0.292,0.311,,-3.85,-0.229,-0.229,-4.107
"Velázquez, Nelson",46.4,70.6,76.7,25.6,35.5,40.9,38.7,46.5,35.5,6.6,93.3,147,38.8,34.0,18.4,8.8,42.9,29.9,27.2,4.8,24.5,34.7,20.4,6.8,29.9,903,147,13,8.8,38.1,88.2,17.4,0.214,0.396,0.304,0.373,,-0.234,-0.23,-0.229,1.457
"Isbel, Kyle",50.5,60.9,89.7,30.9,59.9,42.4,21.4,46.1,19.3,8.4,75.9,306,52.6,19.9,19.9,7.5,40.5,33.3,26.1,7.8,35.3,24.2,24.8,3.6,24.8,1582,306,12,3.9,36.3,88.1,9.0,0.234,0.333,0.281,0.32,,-0.647,-0.223,-0.223,-1.629
"Loftin, Nick",48.9,65.7,94.0,20.9,56.7,44.1,33.3,42.8,15.3,5.9,78.4,127,46.5,23.6,22.8,7.1,38.6,42.5,18.9,7.9,37.0,29.9,20.5,1.6,30.7,626,127,4,3.1,26.0,83.6,9.9,0.225,0.305,0.283,0.272,,-2.93,-0.23,-0.23,-4.236
"Gentry, Tyler",65.0,69.2,77.8,14.3,0.0,25.0,40.0,50.0,30.0,10.0,100.0,3,33.3,33.3,0.0,33.3,33.3,33.3,33.3,0.0,33.3,66.7,0.0,0.0,0.0,20,3,0,0.0,33.3,95.0,41.8,0.083,0.091,0.076,0.127,,-2.84,-0.235,-0.235,-2.721
"Blanco, Dairon",49.5,74.0,72.6,31.0,48.6,39.4,39.4,52.3,32.9,7.6,85.7,90,52.2,24.4,17.8,5.6,31.1,47.8,21.1,12.2,36.7,18.9,14.4,10.0,26.7,459,90,7,7.8,37.8,89.0,8.6,0.212,0.37,0.279,0.338,,1.528,-0.232,-0.232,2.539
"Witt Jr., Bobby",47.4,72.3,84.8,32.1,63.3,41.3,31.5,51.2,22.3,7.6,80.2,538,37.5,30.5,25.1,6.9,32.3,39.6,28.1,2.2,25.3,27.7,24.9,5.6,35.7,2600,538,77,14.3,48.3,92.7,15.1,0.315,0.576,0.407,0.457,,4.274,-0.214,-0.215,6.665
"Renfroe, Hunter",49.8,62.7,84.7,26.3,57.3,42.3,27.8,44.4,23.4,7.9,73.3,302,39.7,27.2,20.5,12.6,46.0,36.1,17.9,4.6,27.8,32.5,22.2,6.3,27.8,1652,302,20,6.6,39.4,88.5,16.7,0.223,0.362,0.291,0.322,,-0.272,-0.224,-0.223,0.324
"Perez, Salvador",43.4,77.3,81.7,42.9,59.0,40.6,43.1,57.8,27.8,5.7,81.7,467,33.8,33.8,24.4,7.9,46.7,30.0,23.3,2.6,23.3,31.5,23.1,6.6,39.4,2301,467,57,12.2,44.8,91.1,19.0,0.275,0.522,0.36,0.427,,3.296,-0.217,-0.218,5.501
"Frazier, Adam",52.8,65.3,88.5,26.4,60.3,43.8,17.7,47.0,18.8,7.7,74.2,206,40.3,25.7,27.2,6.8,40.3,32.5,27.2,7.8,29.1,28.2,27.2,4.9,37.9,1211,206,6,2.9,22.8,84.5,15.3,0.238,0.318,0.286,0.311,,-3.339,-0.227,-0.227,-4.283
"Garcia, Maikel",52.3,63.6,88.5,21.2,67.8,41.1,29.2,43.4,15.7,9.7,74.7,481,49.5,20.4,26.6,3.5,29.7,41.2,29.1,2.9,39.5,22.5,26.6,4.8,34.1,2360,481,18,3.7,42.8,90.4,6.4,0.26,0.366,0.3,0.331,,0.733,-0.217,-0.217,-0.714
"Waters, Drew",43.6,78.0,78.1,22.6,41.7,53.2,15.8,46.8,31.8,4.3,75.0,10,50.0,30.0,10.0,10.0,60.0,30.0,10.0,0.0,50.0,40.0,10.0,0.0,20.0,94,10,0,0.0,20.0,77.9,3.8,0.096,0.134,0.197,0.164,,-6.928,-0.235,-0.234,-8.238
"Melendez, MJ",48.8,77.8,75.7,28.4,56.3,43.4,39.6,52.5,29.5,7.4,86.1,299,41.8,28.8,20.4,9.0,44.1,33.4,22.4,1.7,33.4,26.4,20.7,9.0,29.1,1845,299,25,8.4,45.2,91.1,14.6,0.239,0.425,0.317,0.391,,1.786,-0.224,-0.223,2.802
"Fermin, Freddy",48.5,72.4,87.1,30.8,54.2,41.4,38.9,51.0,23.0,7.0,85.0,277,50.9,21.3,20.6,7.2,45.5,35.7,18.8,5.8,34.7,24.9,27.1,4.0,29.2,1434,277,9,3.2,33.9,88.2,11.1,0.244,0.334,0.279,0.31,,0.068,-0.225,-0.224,-1.426
"Hernández, Enrique",52.9,69.0,82.3,26.4,60.3,43.1,27.2,48.9,22.9,8.6,84.6,289,35.6,29.4,25.6,9.3,34.9,39.8,25.3,2.8,30.1,31.1,23.2,8.0,36.0,1518,289,14,4.8,41.5,89.6,17.1,0.233,0.362,0.285,0.324,,0.528,-0.25,-0.25,0.168
"Lux, Gavin",50.2,66.8,82.5,23.1,59.2,41.5,31.4,45.1,23.3,7.6,82.4,331,48.6,19.3,26.6,5.4,35.0,42.6,22.4,3.3,34.7,19.0,29.0,7.3,35.0,1939,331,20,6.0,41.1,88.3,9.1,0.259,0.386,0.318,0.372,,0.847,-0.248,-0.248,-0.202
"Ohtani, Shohei",48.0,69.7,76.9,26.6,53.9,42.4,39.6,47.3,29.8,6.5,79.5,479,36.3,31.3,26.9,5.4,43.6,32.6,23.8,2.3,25.7,20.9,20.7,9.0,37.8,2838,479,103,21.5,60.1,95.8,16.2,0.314,0.66,0.442,0.551,,6.462,-0.243,-0.243,9.566
"Feduccia, Hunter",54.4,77.4,83.3,7.7,50.0,47.4,28.6,45.6,19.2,8.8,80.0,10,60.0,20.0,20.0,0.0,50.0,30.0,20.0,0.0,40.0,30.0,30.0,0.0,30.0,57,10,0,0.0,20.0,83.3,9.5,0.22,0.257,0.28,0.254,,-6.682,-0.259,-0.259,-8.972
"Pages, Andy",50.4,71.0,80.5,30.7,58.4,41.4,36.8,51.0,26.1,7.8,79.1,299,32.8,30.4,27.1,9.7,41.8,33.4,24.7,4.7,20.1,31.8,26.1,6.4,40.8,1719,299,32,10.7,40.1,88.6,20.8,0.251,0.422,0.321,0.394,,0.656,-0.249,-0.249,1.726
"Rojas, Miguel",50.6,65.3,90.8,27.3,73.0,43.4,24.9,46.5,13.9,6.4,69.2,277,49.5,17.3,26.4,6.9,39.4,33.6,27.1,7.6,35.0,22.4,30.0,2.2,33.2,1211,277,7,2.5,27.8,85.0,9.7,0.279,0.36,0.31,0.312,,-2.05,-0.25,-0.251,-4.515
"Kiermaier, Kevin",50.3,76.3,69.2,33.1,42.5,44.3,42.7,54.9,37.5,8.1,85.4,181,55.8,18.8,20.4,5.0,37.6,39.2,23.2,9.9,38.1,19.3,23.2,5.0,27.6,1020,181,7,3.9,30.0,86.4,7.3,0.195,0.278,0.232,0.31,,-1.28,-0.253,-0.253,-1.709
"Freeman, Freddie",48.2,73.7,83.4,26.6,71.0,42.9,36.7,49.4,20.2,6.7,83.5,450,38.7,31.1,27.6,2.7,34.2,34.9,30.9,5.3,26.0,26.0,25.1,8.4,43.1,2522,450,41,9.1,41.8,89.4,14.3,0.278,0.466,0.367,0.391,,1.407,-0.244,-0.244,1.158
"Hernández, Teoscar",48.8,74.7,75.0,28.7,43.6,41.5,36.2,51.2,34.0,7.9,81.1,402,46.5,26.6,22.1,4.7,33.8,38.1,28.1,3.5,33.1,20.4,20.4,7.5,33.8,2608,402,60,14.9,46.8,90.6,10.3,0.25,0.486,0.346,0.458,,2.865,-0.246,-0.245,4.629
"Edman, Tommy",50.1,66.5,84.7,25.8,52.1,42.2,28.8,46.2,24.0,8.5,75.0,111,45.0,27.9,20.7,6.3,38.7,32.4,28.8,2.7,36.0,27.9,24.3,5.4,31.5,567,111,4,3.6,35.1,87.6,11.4,0.217,0.316,0.266,0.292,,-1.959,-0.256,-0.256,-2.738
"Muncy, Max",46.9,63.7,76.2,20.3,49.2,40.7,25.5,40.6,31.0,7.4,76.4,166,25.3,43.4,19.9,11.4,48.2,32.5,19.3,2.4,16.3,36.1,22.9,11.4,32.5,1208,166,18,10.8,43.4,90.2,26.6,0.229,0.448,0.349,0.414,,-0.347,-0.254,-0.253,2.417
"Smith, Will",49.6,66.5,84.5,26.3,65.8,43.9,29.4,46.2,20.9,7.5,78.2,379,33.0,40.4,22.2,4.5,31.9,41.7,26.4,1.8,24.3,32.2,22.2,8.4,38.3,2271,379,41,10.8,42.0,89.4,18.7,0.24,0.443,0.331,0.372,,0.747,-0.246,-0.246,2.286
"Betts, Mookie",48.6,60.8,93.9,21.1,61.3,43.3,22.3,40.4,14.9,6.9,76.1,397,27.2,35.3,29.0,8.6,34.3,41.6,24.2,1.5,19.1,35.0,28.2,10.1,39.3,2047,397,24,6.0,39.5,89.9,21.4,0.282,0.447,0.356,0.357,,1.032,-0.246,-0.246,0.488
"Barnes, Austin",55.3,69.8,83.4,19.6,44.2,41.3,32.1,47.4,22.8,9.1,85.2,106,50.0,16.0,25.5,8.5,37.7,37.7,24.5,4.7,40.6,21.7,27.4,3.8,30.2,593,106,2,1.9,31.1,86.3,9.5,0.229,0.292,0.27,0.306,,-2.452,-0.256,-0.256,-4.255
"Outman, James",49.7,67.3,74.5,28.2,34.4,46.8,40.4,47.6,37.1,7.6,85.4,81,33.3,28.4,27.2,11.1,43.2,29.6,27.2,7.4,22.2,32.1,22.2,11.1,38.3,634,81,4,4.9,38.3,87.6,15.3,0.198,0.319,0.282,0.372,,-1.522,-0.257,-0.257,-0.997
