Name,Season,TB,xTB,BB,xBB,AB,xAB,H,xH,SB,xSB,CS,xCS,MB,xMB
Phillip Ervin,2019.0,110.0,85.29689630481852,18.0,19.48,236.0,233.36,64.0,51.19646322933826,4.0,4.0,3.0,3.0,35.0,23.0
Anthony Santander,2019.0,181.0,162.5375210044432,19.0,20.92,380.0,381.34,99.0,94.71045042853063,1.0,1.0,2.0,2.0,53.0,46.0
,,,,,,,,,,,,,,,
J.P. Crawford,2019.0,128.0,128.2992312031761,43.0,43.66,345.0,361.26,78.0,84.06219078460612,5.0,5.0,3.0,3.0,40.0,40.0
Billy McKinney,2019.0,106.0,92.2053471969501,19.0,20.12,251.0,241.8,54.0,51.2585998672285,0.0,0.0,2.0,2.0,28.0,24.0
,,,,,,,,,,,,,,,
Jason Heyward,2019.0,220.0,211.57650728786547,68.0,60.28,513.0,508.62,129.0,128.79012334730896,8.0,8.0,3.0,3.0,75.0,71.0
Sam Travis,2019.0,55.0,55.59063080324026,11.0,10.66,144.0,146.99,31.0,37.85345578587178,2.0,2.0,0.0,0.0,15.0,18.0
Matt Beaty,2019.0,114.0,101.62155623187908,17.0,17.96,249.0,242.39,66.0,63.18390039981154,5.0,5.0,0.0,0.0,37.0,33.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Marcell Ozuna,2019.0,229.0,244.0272851163411,62.0,59.83,485.0,495.95,117.0,136.22244772696317,12.0,12.0,2.0,2.0,77.0,88.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
JT Riddle,2019.0,49.0,53.97030284336199,5.0,5.39,132.0,122.9,25.0,21.74885354038223,0.0,0.0,0.0,0.0,11.0,11.0
Alex Bregman,2019.0,328.0,259.29457423456097,119.0,114.42,554.0,582.24,164.0,166.55680868845394,5.0,5.0,1.0,1.0,139.0,105.0
,,,,,,,,,,,,,,,
Danny Jansen,2019.0,125.0,141.403667453403,31.0,31.25,347.0,349.29,72.0,89.0794302640913,0.0,0.0,1.0,1.0,34.0,44.0
,,,,,,,,,,,,,,,
Ildemaro Vargas,2019.0,83.0,74.37442501507775,9.0,11.26,201.0,192.08,54.0,49.550955800192185,1.0,1.0,0.0,0.0,25.0,22.0
Alex Verdugo,2019.0,163.0,151.1636155567471,26.0,28.78,343.0,349.91,101.0,92.22301289556282,4.0,4.0,1.0,1.0,56.0,49.0
Jonathan Schoop,2019.0,205.0,173.64586478233565,20.0,21.3,433.0,418.8,111.0,95.07704893844938,1.0,1.0,1.0,1.0,59.0,46.0
Logan Forsythe,2019.0,112.0,120.87084377689192,44.0,49.57,317.0,339.33,72.0,82.53966105627521,2.0,2.0,0.0,0.0,36.0,42.0
Jeimer Candelario,2019.0,113.0,126.23997633472274,43.0,39.84,335.0,343.51,68.0,74.42830798266127,3.0,3.0,1.0,1.0,33.0,38.0
Kyle Farmer,2019.0,75.0,63.78509901850025,10.0,11.28,183.0,179.08,42.0,36.01848746239603,4.0,4.0,1.0,1.0,20.0,16.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Brad Miller,2019.0,87.0,70.41294858631963,15.0,16.04,154.0,152.62,40.0,35.58043531295681,2.0,2.0,0.0,0.0,29.0,22.0
,,,,,,,,,,,,,,,
Juan Soto,2019.0,297.0,284.39247723478576,108.0,101.13,542.0,561.77,153.0,165.71673313908155,12.0,12.0,1.0,1.0,122.0,117.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jeff McNeil,2019.0,271.0,220.5749207591326,35.0,30.69,510.0,513.45,162.0,140.87804777192088,5.0,5.0,6.0,6.0,95.0,67.0
,,,,,,,,,,,,,,,
Harold Castro,2019.0,136.0,116.86336749198281,9.0,11.67,354.0,327.34,103.0,74.25818967191569,4.0,4.0,2.0,2.0,42.0,29.0
Christian Walker,2019.0,252.0,257.49828244200756,67.0,65.43,529.0,545.34,137.0,148.08334995326953,8.0,8.0,1.0,1.0,88.0,91.0
Ryan O'Hearn,2019.0,121.0,139.95393200039422,39.0,36.04,328.0,335.06,64.0,85.70191104471111,0.0,0.0,1.0,1.0,34.0,45.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Josh Harrison,2019.0,36.0,55.25394059536714,6.0,6.47,137.0,131.17,24.0,36.17258752360282,4.0,4.0,2.0,2.0,7.0,17.0
,,,,,,,,,,,,,,,
Adam Frazier,2019.0,231.0,205.73342563807614,40.0,44.54,554.0,546.08,154.0,134.48701676278694,5.0,5.0,5.0,5.0,74.0,61.0
Austin Barnes,2019.0,72.0,72.76397506718678,23.0,24.65,212.0,213.06,43.0,43.099207877770475,3.0,3.0,0.0,0.0,21.0,21.0
,,,,,,,,,,,,,,,
Leonys Martin,2019.0,81.0,87.49397057410934,21.0,20.31,236.0,228.61,47.0,48.9454785563309,4.0,4.0,5.0,5.0,20.0,23.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Garrett Cooper,2019.0,170.0,161.85655756726078,33.0,32.19,381.0,383.68,107.0,92.04313014411846,0.0,0.0,0.0,0.0,57.0,48.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Austin Nola,2019.0,108.0,79.24319739528949,23.0,24.07,238.0,236.82,64.0,57.35879104562085,1.0,1.0,0.0,0.0,36.0,25.0
Jose Iglesias,2019.0,205.0,168.49624603816804,20.0,22.02,504.0,485.45,145.0,105.49326574104941,6.0,6.0,6.0,6.0,63.0,41.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Mitch Haniger,2019.0,114.0,110.28334751236204,30.0,30.91,246.0,256.01,54.0,61.14873323519136,4.0,4.0,0.0,0.0,36.0,36.0
Eddie Rosario,2019.0,281.0,246.20991450361987,22.0,24.46,562.0,544.45,155.0,141.63105768901534,3.0,3.0,1.0,1.0,85.0,72.0
,,,,,,,,,,,,,,,
Nathaniel Lowe,2019.0,69.0,64.03610566952715,13.0,13.76,152.0,155.25,40.0,36.853470084644954,0.0,0.0,0.0,0.0,22.0,19.0
,,,,,,,,,,,,,,,
Rafael Devers,2019.0,359.0,323.4453968825769,48.0,49.52,647.0,634.89,201.0,183.11806890092595,8.0,8.0,8.0,8.0,125.0,107.0
Kyle Schwarber,2019.0,281.0,270.7261075238996,70.0,75.79,529.0,548.98,132.0,148.12113484591026,2.0,2.0,3.0,3.0,93.0,96.0
Andrew Benintendi,2019.0,233.0,233.23781258609912,59.0,56.05,541.0,545.71,144.0,143.95563050011916,10.0,10.0,3.0,3.0,80.0,78.0
Hunter Renfroe,2019.0,215.0,186.012593520207,46.0,46.35,440.0,441.62,95.0,100.1723050356508,5.0,5.0,0.0,0.0,63.0,57.0
,,,,,,,,,,,,,,,
Pedro Severino,2019.0,128.0,131.3893112811458,29.0,31.61,305.0,311.74,76.0,74.26036137606557,3.0,3.0,1.0,1.0,40.0,41.0
,,,,,,,,,,,,,,,
Brian Anderson,2019.0,215.0,204.49936461279637,44.0,41.59,459.0,454.13,120.0,117.03582994095248,5.0,5.0,1.0,1.0,71.0,66.0
,,,,,,,,,,,,,,,
Chad Pinder,2019.0,142.0,142.22248853990357,20.0,21.78,341.0,342.29,82.0,86.0952541671715,0.0,0.0,1.0,1.0,40.0,42.0
,,,,,,,,,,,,,,,
Daniel Robertson,2019.0,61.0,60.87992476204934,24.0,22.47,207.0,208.55,44.0,51.057940202843824,2.0,2.0,2.0,2.0,18.0,19.0
Andrew Knapp,2019.0,44.0,52.96713790308404,18.0,15.51,136.0,139.77,29.0,39.9140704705463,0.0,0.0,0.0,0.0,13.0,19.0
,,,,,,,,,,,,,,,
Jorge Soler,2019.0,335.0,300.47752971112675,73.0,74.58,589.0,587.52,156.0,159.51864638969857,3.0,3.0,1.0,1.0,116.0,106.0
,,,,,,,,,,,,,,,
Tyler Naquin,2019.0,128.0,118.31094955652357,14.0,15.34,274.0,268.43,79.0,64.43099200628473,4.0,4.0,2.0,2.0,41.0,33.0
,,,,,,,,,,,,,,,
Keston Hiura,2019.0,179.0,139.77143921822054,25.0,24.83,314.0,311.03,95.0,75.40175849652721,9.0,9.0,3.0,3.0,63.0,42.0
Luis Arraez,2019.0,143.0,126.14380002258568,36.0,37.66,326.0,342.08,109.0,86.16390894589206,2.0,2.0,2.0,2.0,57.0,41.0
Corey Seager,2019.0,236.0,208.54093020706694,44.0,44.15,489.0,489.12,133.0,124.44184860144209,1.0,1.0,0.0,0.0,79.0,66.0
Starlin Castro,2019.0,277.0,271.23656388190125,28.0,35.62,636.0,613.82,172.0,155.80788775401413,2.0,2.0,2.0,2.0,83.0,79.0
David Peralta,2019.0,176.0,153.10587764321593,35.0,33.96,382.0,375.43,105.0,94.45336944349066,0.0,0.0,0.0,0.0,59.0,48.0
,,,,,,,,,,,,,,,
Brian Dozier,2019.0,179.0,171.6957457791774,61.0,60.37,416.0,426.79,99.0,108.80472883705082,3.0,3.0,4.0,4.0,59.0,58.0
Christin Stewart,2019.0,143.0,146.01723152757432,34.0,32.6,369.0,367.3,86.0,84.38445294921894,0.0,0.0,1.0,1.0,42.0,42.0
Gregory Polanco,2019.0,65.0,72.07229961039658,12.0,13.01,153.0,154.39,37.0,31.223054850050183,3.0,3.0,1.0,1.0,19.0,19.0
Travis d'Arnaud,2019.0,152.0,148.34530419166484,32.0,31.07,351.0,353.9,88.0,86.08613459179257,0.0,0.0,1.0,1.0,47.0,45.0
Ender Inciarte,2019.0,79.0,73.01469426283222,26.0,24.14,199.0,203.81,49.0,50.14984407400149,7.0,7.0,1.0,1.0,27.0,25.0
Hanser Alberto,2019.0,221.0,165.79145113672502,16.0,16.99,524.0,489.63,160.0,104.43407302113684,4.0,4.0,4.0,4.0,71.0,39.0
,,,,,,,,,,,,,,,
Adam Jones,2019.0,201.0,186.0348098531495,31.0,28.25,485.0,467.66,126.0,108.20994275128143,2.0,2.0,1.0,1.0,61.0,51.0
Josh VanMeter,2019.0,93.0,79.71830578394204,29.0,27.5,228.0,233.31,54.0,57.28787329342052,9.0,9.0,3.0,3.0,31.0,27.0
Grayson Greiner,2019.0,64.0,68.45274933872649,13.0,15.06,208.0,194.57,42.0,42.30386253215762,0.0,0.0,0.0,0.0,16.0,19.0
Brandon Drury,2019.0,159.0,169.54028794390842,25.0,26.53,418.0,415.35,91.0,92.95912173398729,0.0,0.0,1.0,1.0,41.0,45.0
Justin Upton,2019.0,91.0,99.58711535324974,32.0,30.42,219.0,224.56,47.0,50.258189293318416,1.0,1.0,1.0,1.0,28.0,31.0
Yordan Alvarez,2019.0,205.0,165.829311885643,52.0,47.24,313.0,326.5,98.0,82.04761207055816,0.0,0.0,0.0,0.0,84.0,57.0
Jason Kipnis,2019.0,188.0,189.16530836821397,40.0,41.01,458.0,463.0,112.0,117.46525798294815,7.0,7.0,2.0,2.0,58.0,60.0
Charlie Blackmon,2019.0,334.0,263.97012085150186,40.0,43.26,580.0,568.34,182.0,152.46399639462936,2.0,2.0,5.0,5.0,116.0,82.0
,,,,,,,,,,,,,,,
Jurickson Profar,2019.0,188.0,190.91265922640136,48.0,46.38,459.0,456.51,100.0,115.0349413886131,9.0,9.0,1.0,1.0,56.0,63.0
Josh Bell,2019.0,300.0,273.4733987633116,74.0,73.53,527.0,542.3,146.0,152.3912420591545,0.0,0.0,1.0,1.0,109.0,100.0
Jake Rogers,2019.0,29.0,43.03513402744835,13.0,12.87,112.0,114.02,14.0,21.06363852891858,0.0,0.0,0.0,0.0,6.0,12.0
Tim Beckham,2019.0,140.0,114.4731116233362,21.0,25.71,304.0,302.13,72.0,64.4843471828486,1.0,1.0,3.0,3.0,39.0,30.0
Trey Mancini,2019.0,322.0,280.48810689042523,63.0,59.65,602.0,592.17,175.0,159.00784752914177,1.0,1.0,0.0,0.0,115.0,94.0
Jay Bruce,2019.0,162.0,147.7860520054741,19.0,18.94,310.0,314.5,67.0,79.12014208869927,1.0,1.0,0.0,0.0,43.0,44.0
Anthony Rendon,2019.0,326.0,300.3979976664999,80.0,77.7,545.0,574.52,174.0,175.35095865028708,5.0,5.0,1.0,1.0,133.0,117.0
Alex Dickerson,2019.0,85.0,71.65767294615912,13.0,13.92,174.0,172.44,48.0,42.41548427138727,1.0,1.0,1.0,1.0,27.0,21.0
,,,,,,,,,,,,,,,
Domingo Santana,2019.0,199.0,191.33858528916738,50.0,53.74,451.0,450.72,114.0,110.2489244591537,8.0,8.0,3.0,3.0,65.0,62.0
DJ LeMahieu,2019.0,312.0,304.35414577134213,46.0,49.92,602.0,603.16,197.0,176.17000091789743,5.0,5.0,2.0,2.0,117.0,105.0
Josh Reddick,2019.0,205.0,193.9017027510436,36.0,37.68,501.0,493.32,138.0,123.00860852846904,5.0,5.0,2.0,2.0,67.0,59.0
,,,,,,,,,,,,,,,
Eric Thames,2019.0,200.0,161.01591097391662,51.0,47.75,396.0,398.57,98.0,99.85078758068317,3.0,3.0,2.0,2.0,66.0,53.0
Elvis Andrus,2019.0,236.0,244.74309243564514,34.0,36.86,600.0,595.47,165.0,148.88618096537832,31.0,31.0,8.0,8.0,77.0,74.0
Tyler Austin,2019.0,63.0,71.36328923457441,24.0,22.68,154.0,158.52,29.0,32.14400890557784,2.0,2.0,0.0,0.0,19.0,22.0
J.D. Martinez,2019.0,320.0,284.8074229761686,72.0,68.36,575.0,581.52,175.0,160.14771845626666,2.0,2.0,0.0,0.0,123.0,101.0
Dustin Garneau,2019.0,35.0,41.79350359094114,10.0,9.86,86.0,87.81,21.0,26.753360738802677,0.0,0.0,0.0,0.0,11.0,16.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ben Zobrist,2019.0,47.0,49.51298783430117,23.0,22.46,150.0,155.35,39.0,37.12971243457558,0.0,0.0,0.0,0.0,17.0,17.0
Humberto Arteaga,2019.0,28.0,36.99454355916191,8.0,7.06,122.0,121.37,24.0,31.891140945218588,1.0,1.0,1.0,1.0,7.0,11.0
John Hicks,2019.0,121.0,106.57750447653619,13.0,12.98,319.0,299.36,67.0,56.49435738242944,1.0,1.0,1.0,1.0,29.0,23.0
Derek Dietrich,2019.0,116.0,112.37329182022444,28.0,26.3,251.0,257.0,47.0,57.01433983261679,1.0,1.0,1.0,1.0,31.0,33.0
,,,,,,,,,,,,,,,
Yan Gomes,2019.0,122.0,124.35725658269033,38.0,32.29,314.0,320.06,70.0,77.7875155398797,2.0,2.0,0.0,0.0,38.0,39.0
,,,,,,,,,,,,,,,
Ryan Braun,2019.0,232.0,210.11698451420312,34.0,33.34,459.0,449.6,131.0,120.40945258234629,11.0,11.0,1.0,1.0,80.0,69.0
Franmil Reyes,2019.0,253.0,238.46181327159522,47.0,46.98,494.0,493.81,123.0,126.74079748143723,0.0,0.0,0.0,0.0,80.0,77.0
Cheslor Cuthbert,2019.0,117.0,116.58261406254267,19.0,20.98,309.0,307.95,76.0,74.58239856164042,1.0,1.0,0.0,0.0,34.0,34.0
Paul Goldschmidt,2019.0,284.0,275.11742287938785,78.0,71.01,597.0,597.02,155.0,159.43277956728383,3.0,3.0,1.0,1.0,98.0,95.0
Gleyber Torres,2019.0,292.0,240.71021601176716,48.0,48.47,546.0,551.96,152.0,138.55839459054204,5.0,5.0,2.0,2.0,98.0,75.0
Shin-Soo Choo,2019.0,256.0,258.69218658707206,78.0,78.55,563.0,574.53,149.0,157.38001491085114,15.0,15.0,1.0,1.0,94.0,97.0
Nomar Mazara,2019.0,201.0,192.11786431888282,28.0,29.16,429.0,419.92,115.0,103.6204897445796,4.0,4.0,1.0,1.0,63.0,57.0
,,,,,,,,,,,,,,,
Curtis Granderson,2019.0,113.0,124.40340896175059,41.0,41.34,317.0,320.66,58.0,77.37266938373727,0.0,0.0,3.0,3.0,30.0,39.0
Jake Lamb,2019.0,66.0,75.5152950063605,32.0,30.13,187.0,193.32,36.0,48.99434803322106,1.0,1.0,0.0,0.0,21.0,27.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Kyle Seager,2019.0,184.0,177.851663999118,44.0,44.43,393.0,417.48,94.0,110.3380285181695,2.0,2.0,2.0,2.0,57.0,59.0
,,,,,,,,,,,,,,,
Gordon Beckham,2019.0,83.0,90.62741795466613,13.0,14.68,223.0,224.91,48.0,52.166018853299406,3.0,3.0,1.0,1.0,22.0,25.0
Matt Duffy,2019.0,48.0,43.32666541138761,19.0,18.88,147.0,151.74,37.0,40.839684820800706,0.0,0.0,1.0,1.0,16.0,15.0
,,,,,,,,,,,,,,,
Freddie Freeman,2019.0,328.0,297.7992112989732,87.0,81.0,597.0,599.67,176.0,170.98833790617772,6.0,6.0,3.0,3.0,126.0,110.0
Ehire Adrianza,2019.0,84.0,79.38918483481322,20.0,18.35,202.0,199.56,55.0,54.78417715678101,0.0,0.0,2.0,2.0,27.0,26.0
Stephen Vogt,2019.0,125.0,114.99867418947251,20.0,20.01,255.0,258.65,67.0,65.19876768152093,3.0,3.0,1.0,1.0,40.0,35.0
Pete Alonso,2019.0,348.0,281.99382097188777,72.0,69.95,597.0,587.71,155.0,147.55442443147388,1.0,1.0,0.0,0.0,118.0,93.0
Jordy Mercer,2019.0,112.0,97.26679321254244,13.0,16.76,256.0,253.01,69.0,58.783652870029044,0.0,0.0,0.0,0.0,34.0,27.0
,,,,,,,,,,,,,,,
Willie Calhoun,2019.0,162.0,135.36493570623884,23.0,22.86,309.0,314.16,83.0,85.61456377355707,0.0,0.0,0.0,0.0,52.0,44.0
Tony Kemp,2019.0,93.0,80.1604540263346,23.0,21.58,245.0,235.72,52.0,52.85100169443473,4.0,4.0,4.0,4.0,25.0,22.0
Evan Longoria,2019.0,198.0,194.30030698017703,43.0,42.16,453.0,457.88,115.0,117.29262929455282,3.0,3.0,1.0,1.0,63.0,62.0
Luke Maile,2019.0,28.0,43.30099785037535,8.0,8.8,119.0,119.32,18.0,29.961021627160235,1.0,1.0,0.0,0.0,6.0,13.0
Michael Brantley,2019.0,289.0,252.8656626942115,51.0,50.94,575.0,565.98,179.0,150.72313643258224,3.0,3.0,2.0,2.0,106.0,82.0
Manny Machado,2019.0,271.0,265.5195321098216,65.0,61.25,587.0,584.82,150.0,154.25148651246656,5.0,5.0,3.0,3.0,89.0,88.0
,,,,,,,,,,,,,,,
Ryan McMahon,2019.0,216.0,208.68727118138435,56.0,55.95,480.0,497.09,120.0,128.97348815908126,5.0,5.0,1.0,1.0,72.0,70.0
,,,,,,,,,,,,,,,
Orlando Arcia,2019.0,173.0,183.7993418973065,43.0,41.56,494.0,478.23,110.0,112.40396725770755,8.0,8.0,5.0,5.0,49.0,54.0
Gerardo Parra,2019.0,107.0,98.34404418350098,19.0,18.13,274.0,257.12,64.0,58.34400110938563,8.0,8.0,3.0,3.0,30.0,27.0
,,,,,,,,,,,,,,,
Miguel Rojas,2019.0,183.0,177.41117499193797,32.0,31.73,483.0,478.03,137.0,109.30175033009928,9.0,9.0,5.0,5.0,60.0,49.0
Andrelton Simmons,2019.0,145.0,149.67301718723206,24.0,25.61,398.0,379.71,105.0,97.21892809343397,10.0,10.0,2.0,2.0,46.0,46.0
Daniel Descalso,2019.0,42.0,55.31738913679911,23.0,23.25,168.0,171.11,29.0,37.78303099900942,2.0,2.0,1.0,1.0,12.0,17.0
,,,,,,,,,,,,,,,
Mike Zunino,2019.0,83.0,107.3203808181255,20.0,20.77,266.0,264.69,44.0,49.598097332996204,0.0,0.0,0.0,0.0,19.0,26.0
Mitch Garver,2019.0,196.0,159.5188696224545,41.0,43.21,311.0,324.02,85.0,85.44909412049803,0.0,0.0,0.0,0.0,70.0,56.0
Reese McGuire,2019.0,51.0,39.0018116872171,7.0,6.75,97.0,96.87,29.0,23.51892764914483,0.0,0.0,0.0,0.0,18.0,11.0
Gio Urshela,2019.0,236.0,195.6996220491794,25.0,25.97,442.0,440.88,139.0,116.1550023615795,1.0,1.0,1.0,1.0,82.0,59.0
Vladimir Guerrero Jr.,2019.0,201.0,204.07299261325323,46.0,46.07,464.0,453.07,126.0,113.42718407205649,0.0,0.0,1.0,1.0,67.0,65.0
J.D. Davis,2019.0,216.0,197.98865224279433,38.0,39.4,410.0,416.56,126.0,111.41955504523885,3.0,3.0,0.0,0.0,80.0,66.0
Kevan Smith,2019.0,75.0,73.70464763545921,16.0,15.32,191.0,189.54,48.0,48.109446854515184,2.0,2.0,0.0,0.0,24.0,23.0
Dominic Smith,2019.0,93.0,73.1746905746007,19.0,17.04,177.0,172.75,50.0,44.05238721714505,1.0,1.0,2.0,2.0,32.0,23.0
Max Stassi,2019.0,22.0,23.82080009075804,12.0,12.26,132.0,129.91,18.0,26.95507200022451,0.0,0.0,0.0,0.0,5.0,7.0
Ryan Zimmerman,2019.0,71.0,61.37943989571282,17.0,16.93,171.0,170.5,44.0,44.46189191489909,0.0,0.0,0.0,0.0,23.0,20.0
Tom Murphy,2019.0,139.0,109.60419058938984,19.0,21.52,260.0,266.62,71.0,62.78630461413737,2.0,2.0,0.0,0.0,45.0,32.0
Ian Kinsler,2019.0,95.0,82.32900790872358,19.0,19.48,258.0,250.37,56.0,58.127149990779905,2.0,2.0,4.0,4.0,24.0,23.0
Matt Olson,2019.0,263.0,243.5451788404172,51.0,55.54,483.0,502.14,129.0,136.3901382550114,0.0,0.0,0.0,0.0,89.0,84.0
James McCann,2019.0,202.0,183.81359632722675,30.0,32.71,439.0,439.18,120.0,108.58533234011037,4.0,4.0,1.0,1.0,65.0,55.0
Eric Sogard,2019.0,181.0,132.0357594435603,38.0,40.14,396.0,398.27,115.0,86.71327430993232,8.0,8.0,0.0,0.0,66.0,40.0
Jason Castro,2019.0,103.0,121.02042079766396,33.0,32.09,237.0,246.4,55.0,59.810191779867985,0.0,0.0,0.0,0.0,34.0,40.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Joc Pederson,2019.0,242.0,209.39313067465534,50.0,50.76,450.0,451.27,112.0,120.00932873735101,1.0,1.0,1.0,1.0,78.0,71.0
,,,,,,,,,,,,,,,
Josh Naylor,2019.0,102.0,99.5679489565294,25.0,23.78,253.0,252.85,63.0,57.783360714474895,1.0,1.0,1.0,1.0,32.0,29.0
Justin Turner,2019.0,244.0,226.4979916400754,51.0,51.39,479.0,489.54,139.0,138.7084024709489,2.0,2.0,0.0,0.0,88.0,80.0
Tony Wolters,2019.0,118.0,111.32597328948859,36.0,35.7,359.0,358.96,94.0,79.29008107305893,0.0,0.0,1.0,1.0,38.0,32.0
Brock Holt,2019.0,104.0,87.81282409337001,28.0,27.62,259.0,267.16,77.0,67.82414600621213,1.0,1.0,0.0,0.0,38.0,29.0
C.J. Cron,2019.0,215.0,230.27581185593598,29.0,35.59,458.0,453.09,116.0,117.71279348400557,0.0,0.0,0.0,0.0,64.0,72.0
,,,,,,,,,,,,,,,
Dwight Smith Jr.,2019.0,147.0,134.98173268879017,26.0,27.63,357.0,351.39,86.0,83.90359683915483,5.0,5.0,1.0,1.0,44.0,40.0
Ryan Goins,2019.0,50.0,31.904904144512443,17.0,18.16,144.0,149.25,36.0,32.828285937391385,0.0,0.0,1.0,1.0,16.0,9.0
Nick Markakis,2019.0,174.0,186.9730070662347,47.0,46.98,414.0,424.37,118.0,119.3996857160578,2.0,2.0,0.0,0.0,63.0,66.0
,,,,,,,,,,,,,,,
Jung Ho Kang,2019.0,68.0,65.71883328100502,11.0,12.06,172.0,172.14,29.0,31.2879124268417,0.0,0.0,0.0,0.0,15.0,15.0
,,,,,,,,,,,,,,,
Stephen Piscotty,2019.0,147.0,148.1617862730861,29.0,27.56,357.0,353.97,89.0,86.59953890855671,2.0,2.0,0.0,0.0,45.0,45.0
,,,,,,,,,,,,,,,
Russell Martin,2019.0,69.0,78.37636276799223,30.0,30.31,209.0,211.25,46.0,51.86384390560964,1.0,1.0,0.0,0.0,22.0,27.0
Kevin Plawecki,2019.0,54.0,61.05452103104926,12.0,13.82,158.0,152.07,35.0,41.406477356019785,0.0,0.0,1.0,1.0,15.0,20.0
,,,,,,,,,,,,,,,
Matt Carpenter,2019.0,163.0,165.98417137897468,63.0,63.55,416.0,446.16,94.0,102.13780346392264,6.0,6.0,1.0,1.0,54.0,55.0
Matt Adams,2019.0,144.0,136.63607008986386,20.0,21.42,310.0,307.65,70.0,68.67586187107226,0.0,0.0,0.0,0.0,39.0,37.0
Matt Joyce,2019.0,90.0,85.86340398084863,38.0,33.98,200.0,213.99,59.0,56.679991436869116,0.0,0.0,0.0,0.0,37.0,31.0
Ty France,2019.0,74.0,66.03460718992933,9.0,11.27,184.0,185.61,43.0,49.49768682281404,0.0,0.0,2.0,2.0,19.0,20.0
Zack Cozart,2019.0,14.0,32.76654859656959,5.0,6.61,97.0,96.79,12.0,23.34995115551005,0.0,0.0,0.0,0.0,2.0,9.0
Nolan Arenado,2019.0,343.0,266.07759766800234,62.0,51.96,588.0,579.54,185.0,154.72886571839513,3.0,3.0,2.0,2.0,130.0,87.0
Kole Calhoun,2019.0,258.0,241.33597683766823,70.0,66.57,552.0,549.59,128.0,138.28267426959238,4.0,4.0,1.0,1.0,82.0,81.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Rhys Hoskins,2019.0,259.0,261.0998407450242,116.0,107.75,570.0,567.16,129.0,160.87699558685497,2.0,2.0,2.0,2.0,92.0,103.0
,,,,,,,,,,,,,,,
Freddy Galvis,2019.0,244.0,213.1135780877512,28.0,30.68,557.0,549.47,145.0,133.35942166216165,4.0,4.0,2.0,2.0,72.0,60.0
Ryon Healy,2019.0,77.0,74.43348278393083,13.0,13.15,169.0,166.32,40.0,40.10654307786473,0.0,0.0,0.0,0.0,22.0,22.0
Melky Cabrera,2019.0,151.0,143.66372486592186,17.0,18.94,378.0,366.79,106.0,93.03679117951435,2.0,2.0,0.0,0.0,47.0,42.0
Donovan Solano,2019.0,98.0,73.23999903562216,10.0,11.5,215.0,219.06,71.0,55.52432971484245,0.0,0.0,1.0,1.0,35.0,21.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Josh Donaldson,2019.0,286.0,290.14973055469466,100.0,91.3,549.0,561.28,142.0,161.20001237563673,4.0,4.0,2.0,2.0,106.0,112.0
Austin Romine,2019.0,100.0,91.45685923540529,10.0,9.88,228.0,222.18,64.0,59.07790293782798,1.0,1.0,1.0,1.0,31.0,27.0
Marwin Gonzalez,2019.0,176.0,180.61745810085068,31.0,31.04,425.0,432.82,112.0,113.28135557081507,1.0,1.0,0.0,0.0,55.0,56.0
Rio Ruiz,2019.0,139.0,136.12207453506647,40.0,38.57,370.0,368.62,86.0,94.1199232900356,0.0,0.0,1.0,1.0,42.0,44.0
Josh Phegley,2019.0,129.0,105.96204243875474,15.0,16.84,314.0,302.28,75.0,65.51171612872125,0.0,0.0,1.0,1.0,35.0,27.0
,,,,,,,,,,,,,,,
Eric Hosmer,2019.0,263.0,270.22966626136724,40.0,43.66,619.0,600.42,164.0,158.05748471659706,0.0,0.0,3.0,3.0,80.0,83.0
Luke Voit,2019.0,199.0,197.23498692861918,71.0,63.54,429.0,430.2,113.0,108.11989789666588,0.0,0.0,0.0,0.0,73.0,69.0
Tommy La Stella,2019.0,142.0,123.36826805867499,20.0,23.24,292.0,293.89,86.0,76.06155448469812,0.0,0.0,0.0,0.0,48.0,39.0
Mike Moustakas,2019.0,270.0,247.74940870756714,53.0,53.77,523.0,527.27,133.0,139.7582890970354,3.0,3.0,0.0,0.0,88.0,83.0
Brandon Crawford,2019.0,175.0,200.05154014237928,53.0,47.73,500.0,505.77,114.0,127.51487268703528,3.0,3.0,2.0,2.0,53.0,63.0
,,,,,,,,,,,,,,,
Carlos Santana,2019.0,295.0,290.0729473057226,108.0,108.22,573.0,584.26,161.0,170.37447332118018,4.0,4.0,0.0,0.0,118.0,118.0
