Name,Season,TB,xTB,BB,xBB,AB,xAB,H,xH,SB,xSB,CS,xCS,MB,xMB
Tyrone Taylor,2024.0,128.0,124.6303276705753,19.0,20.39,319.0,313.95,79.0,72.36168643401986,11.0,11.0,2.0,2.0,38.0,36.0
Luke Raley,2024.0,187.0,167.93487096211618,27.0,30.28,404.0,400.86,98.0,90.68857854675232,11.0,11.0,2.0,2.0,55.0,48.0
Romy Gonzalez,2024.0,83.0,74.20779679366098,12.0,11.98,199.0,201.5,53.0,51.91028399699841,11.0,11.0,3.0,3.0,26.0,23.0
,,,,,,,,,,,,,,,
Mike Trout,2024.0,59.0,81.34375704584569,16.0,16.59,109.0,119.11,24.0,31.583412680229763,6.0,6.0,1.0,1.0,20.0,30.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jake Meyers,2024.0,166.0,180.74790419342995,35.0,35.17,461.0,445.45,101.0,106.31254732097293,11.0,11.0,3.0,3.0,46.0,54.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Gunnar Henderson,2024.0,333.0,326.4636976455578,78.0,82.93,630.0,618.7,177.0,188.914381052353,21.0,21.0,4.0,4.0,123.0,129.0
,,,,,,,,,,,,,,,
Oneil Cruz,2024.0,243.0,264.4137886576613,51.0,55.46,541.0,537.59,140.0,135.21174315096607,22.0,22.0,1.0,1.0,83.0,89.0
Luis Robert Jr.,2024.0,149.0,149.74216290844802,28.0,26.54,393.0,382.2,88.0,82.85878984206613,23.0,23.0,6.0,6.0,43.0,41.0
Sam Hilliard,2024.0,70.0,59.23399519683747,14.0,14.65,138.0,143.57,33.0,28.148779934143107,5.0,5.0,2.0,2.0,21.0,16.0
Joey Loperfido,2024.0,85.0,68.6863813414985,13.0,14.33,243.0,237.15,52.0,46.13085577655589,4.0,4.0,2.0,2.0,21.0,16.0
Will Benson,2024.0,129.0,133.09320909911617,40.0,41.96,343.0,345.86,64.0,76.0215968108843,16.0,16.0,7.0,7.0,35.0,41.0
Ezequiel Duran,2024.0,86.0,91.27387453453197,14.0,14.15,268.0,263.23,66.0,61.0512624868076,1.0,1.0,2.0,2.0,24.0,24.0
Matt Vierling,2024.0,219.0,225.1570029250094,41.0,48.34,518.0,519.59,133.0,133.83565836361248,6.0,6.0,1.0,1.0,69.0,73.0
James Outman,2024.0,36.0,31.049559379051317,16.0,13.99,136.0,137.99,20.0,23.64893131364498,2.0,2.0,1.0,1.0,9.0,8.0
Masyn Winn,2024.0,244.0,231.2606380192796,41.0,42.53,587.0,581.11,157.0,142.41655222495496,11.0,11.0,5.0,5.0,77.0,68.0
Ceddanne Rafaela,2024.0,212.0,207.08078620675104,15.0,18.36,544.0,520.18,134.0,120.98238903143385,19.0,19.0,10.0,10.0,55.0,52.0
Jo Adell,2024.0,163.0,183.655765813805,35.0,34.79,405.0,405.79,84.0,102.31436927606947,15.0,15.0,10.0,10.0,42.0,55.0
Noelvi Marte,2024.0,69.0,77.2537320351474,9.0,10.64,229.0,216.18,48.0,45.394679846193625,9.0,9.0,3.0,3.0,17.0,19.0
Kevin Kiermaier,2024.0,81.0,81.77435311267188,12.0,13.61,259.0,250.23,51.0,53.960010225249434,6.0,6.0,2.0,2.0,19.0,21.0
Zack Gelof,2024.0,180.0,180.44050200019126,38.0,38.37,497.0,472.28,105.0,104.7722376122462,25.0,25.0,3.0,3.0,51.0,54.0
Bryan Ramos,2024.0,33.0,21.82427803823805,7.0,7.83,99.0,101.79,20.0,23.835702986311475,0.0,0.0,2.0,2.0,8.0,6.0
Otto Lopez,2024.0,152.0,162.78786237622222,25.0,25.68,403.0,397.64,109.0,100.59482336853125,20.0,20.0,4.0,4.0,50.0,51.0
Tyler Wade,2024.0,33.0,51.52046741782158,11.0,12.32,138.0,136.95,30.0,31.28085275346062,8.0,8.0,1.0,1.0,10.0,16.0
,,,,,,,,,,,,,,,
James Wood,2024.0,126.0,123.56852721520116,39.0,42.15,295.0,307.37,78.0,75.5207140867822,14.0,14.0,8.0,8.0,43.0,41.0
Joey Ortiz,2024.0,175.0,181.93183023171713,56.0,56.41,440.0,448.0,105.0,114.73694166461095,11.0,11.0,6.0,6.0,56.0,61.0
Chas McCormick,2024.0,74.0,92.5596475393343,17.0,16.89,242.0,237.01,51.0,51.32085765414452,8.0,8.0,2.0,2.0,20.0,25.0
Estevan Florial,2024.0,36.0,32.684586926041675,11.0,10.29,98.0,99.13,17.0,14.674175506466995,2.0,2.0,1.0,1.0,9.0,7.0
Matt Chapman,2024.0,266.0,281.97999799007937,64.0,68.56,575.0,575.65,142.0,158.43968317693532,15.0,15.0,2.0,2.0,88.0,102.0
,,,,,,,,,,,,,,,
Miguel Vargas,2024.0,53.0,81.20711850609153,25.0,25.73,206.0,210.06,31.0,49.64206155684502,3.0,3.0,1.0,1.0,13.0,26.0
Blaze Alexander,2024.0,57.0,52.42724550780852,15.0,14.49,166.0,163.17,41.0,40.71108515802328,3.0,3.0,1.0,1.0,18.0,17.0
Jordan Beck,2024.0,47.0,54.06738376619167,12.0,11.9,170.0,160.82,32.0,26.832321839326127,7.0,7.0,1.0,1.0,12.0,13.0
Mickey Moniak,2024.0,149.0,152.8605245144957,21.0,21.15,392.0,375.9,86.0,82.02498575936096,8.0,8.0,4.0,4.0,38.0,39.0
Anthony Volpe,2024.0,232.0,246.10651061884923,42.0,43.48,637.0,624.72,155.0,154.81553191116734,28.0,28.0,7.0,7.0,70.0,75.0
,,,,,,,,,,,,,,,
Jose Iglesias,2024.0,121.0,95.54245578749524,12.0,11.04,270.0,267.56,91.0,63.550124278239295,6.0,6.0,2.0,2.0,45.0,26.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Jazz Chisholm Jr.,2024.0,245.0,245.40823877315285,53.0,56.42,562.0,566.02,144.0,143.59175721993344,40.0,40.0,10.0,10.0,82.0,82.0
,,,,,,,,,,,,,,,
CJ Abrams,2024.0,234.0,230.01042557961443,40.0,37.98,541.0,535.74,133.0,138.93162754593726,31.0,31.0,12.0,12.0,69.0,71.0
Marcus Semien,2024.0,254.0,275.4228547485952,64.0,62.19,650.0,633.58,154.0,161.14536482227697,8.0,8.0,3.0,3.0,78.0,89.0
Heston Kjerstad,2024.0,39.0,22.540102246796295,10.0,9.04,99.0,97.85,25.0,26.126433219921942,1.0,1.0,0.0,0.0,13.0,8.0
Jackson Merrill,2024.0,277.0,276.2353156870864,29.0,33.0,554.0,549.85,162.0,155.11224155520796,16.0,16.0,3.0,3.0,92.0,91.0
Dane Myers,2024.0,42.0,31.42791724688267,8.0,8.74,95.0,95.76,25.0,21.46340008990569,4.0,4.0,1.0,1.0,14.0,9.0
Leody Taveras,2024.0,169.0,191.26960800848153,42.0,42.18,480.0,465.76,110.0,115.83869357149783,23.0,23.0,6.0,6.0,51.0,61.0
Cavan Biggio,2024.0,57.0,62.820728364242186,24.0,24.92,188.0,194.67,37.0,36.728383539067316,2.0,2.0,0.0,0.0,17.0,18.0
Michael A. Taylor,2024.0,78.0,109.07964363824298,23.0,23.76,269.0,269.82,52.0,55.382147132506056,12.0,12.0,1.0,1.0,22.0,31.0
Jared Triolo,2024.0,124.0,150.87950919039056,42.0,39.67,394.0,402.63,85.0,99.8907850635896,8.0,8.0,1.0,1.0,37.0,49.0
Daulton Varsho,2024.0,187.0,173.45807080011917,48.0,46.32,459.0,454.36,98.0,107.79082690318361,10.0,10.0,2.0,2.0,55.0,55.0
Cristian Pache,2024.0,46.0,47.538450461240814,17.0,18.22,165.0,165.65,33.0,37.40532321654123,1.0,1.0,0.0,0.0,13.0,15.0
Christian Yelich,2024.0,136.0,125.12876001182465,40.0,37.63,270.0,280.77,85.0,81.07406557013391,21.0,21.0,1.0,1.0,60.0,52.0
Travis Jankowski,2024.0,46.0,55.49299562622683,12.0,14.84,190.0,184.68,38.0,42.13118285769253,11.0,11.0,1.0,1.0,13.0,18.0
Corey Julks,2024.0,53.0,54.092076250580845,15.0,14.4,173.0,171.65,37.0,36.11170835530835,5.0,5.0,2.0,2.0,15.0,15.0
Josh Lowe,2024.0,138.0,150.8485253961977,32.0,31.02,353.0,362.56,85.0,94.26195873815789,25.0,25.0,1.0,1.0,47.0,53.0
Zach McKinstry,2024.0,100.0,108.7305183028235,24.0,23.88,297.0,293.44,64.0,70.70861983523068,16.0,16.0,0.0,0.0,30.0,36.0
Jung Hoo Lee,2024.0,48.0,52.19624385718194,10.0,10.87,145.0,145.49,38.0,42.06081151685744,2.0,2.0,3.0,3.0,14.0,17.0
Connor Wong,2024.0,190.0,171.72665367097852,28.0,31.0,447.0,438.02,125.0,103.90494500961367,8.0,8.0,7.0,7.0,59.0,48.0
J.T. Realmuto,2024.0,163.0,170.44351451772917,27.0,27.79,380.0,386.97,101.0,101.31260698416327,2.0,2.0,2.0,2.0,51.0,52.0
Nico Hoerner,2024.0,217.0,209.95825850959028,44.0,40.93,582.0,546.67,159.0,132.66604843740734,31.0,31.0,6.0,6.0,74.0,65.0
Ernie Clement,2024.0,177.0,153.8136609629164,11.0,13.91,434.0,399.04,114.0,89.30643994512297,12.0,12.0,3.0,3.0,50.0,39.0
Xavier Edwards,2024.0,112.0,95.62765439668689,33.0,30.74,265.0,275.55,87.0,71.12374259453998,31.0,31.0,4.0,4.0,51.0,37.0
Jordan Walker,2024.0,60.0,61.64494266472276,10.0,10.9,164.0,159.01,33.0,30.538894293442418,1.0,1.0,0.0,0.0,15.0,15.0
Kevin Pillar,2024.0,107.0,100.08199995614726,16.0,15.78,284.0,276.98,65.0,64.74525422769763,12.0,12.0,3.0,3.0,30.0,28.0
Daz Cameron,2024.0,56.0,58.67023929551618,13.0,14.08,170.0,169.55,34.0,40.56493972771501,5.0,5.0,0.0,0.0,15.0,19.0
Fernando Tatis Jr.,2024.0,196.0,207.09732020103047,32.0,34.21,398.0,397.95,110.0,110.36325149814758,11.0,11.0,3.0,3.0,65.0,70.0
Cody Bellinger,2024.0,220.0,209.1535856047958,45.0,42.4,516.0,498.17,137.0,123.11776086888102,9.0,9.0,2.0,2.0,72.0,65.0
Jack Suwinski,2024.0,80.0,100.54814032854694,27.0,27.67,247.0,244.19,45.0,58.64239145103211,9.0,9.0,1.0,1.0,22.0,33.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Michael Siani,2024.0,85.0,90.86640945264813,21.0,20.84,298.0,289.85,68.0,58.518255530298184,20.0,20.0,3.0,3.0,26.0,26.0
Jake Fraley,2024.0,135.0,122.46341656995675,26.0,23.25,350.0,333.82,97.0,78.79141591818745,20.0,20.0,5.0,5.0,46.0,37.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Seiya Suzuki,2024.0,247.0,241.98406625725627,63.0,68.42,512.0,528.29,145.0,139.61092470856715,16.0,16.0,6.0,6.0,90.0,85.0
,,,,,,,,,,,,,,,
Daniel Schneemann,2024.0,71.0,62.47013738945313,25.0,22.33,193.0,198.66,42.0,48.80450544249036,3.0,3.0,2.0,2.0,22.0,20.0
Austin Martin,2024.0,82.0,73.98447690153654,20.0,21.56,233.0,226.47,59.0,57.205642034117375,7.0,7.0,3.0,3.0,26.0,24.0
Andy Pages,2024.0,164.0,179.68137947300306,29.0,31.43,403.0,395.43,100.0,101.14919649565877,1.0,1.0,2.0,2.0,48.0,55.0
Cedric Mullins,2024.0,180.0,178.27116433734358,41.0,40.03,444.0,453.74,104.0,116.99421898106621,32.0,32.0,6.0,6.0,57.0,61.0
Michael Harris II,2024.0,184.0,204.2774808013725,23.0,24.98,440.0,439.38,116.0,112.61131971471993,10.0,10.0,6.0,6.0,54.0,59.0
,,,,,,,,,,,,,,,
Colton Cowser,2024.0,223.0,224.52111587085977,52.0,54.84,499.0,502.66,121.0,123.22967520486738,9.0,9.0,4.0,4.0,70.0,72.0
,,,,,,,,,,,,,,,
Brandon Marsh,2024.0,175.0,177.2300846247946,50.0,51.53,418.0,422.96,104.0,110.03135756662608,19.0,19.0,3.0,3.0,60.0,63.0
Harrison Bader,2024.0,150.0,155.87826225318952,21.0,24.31,402.0,384.99,95.0,89.50582876471373,17.0,17.0,8.0,8.0,41.0,43.0
Tyler Freeman,2024.0,106.0,128.71920651159917,28.0,28.84,330.0,327.96,69.0,84.48502882729736,11.0,11.0,6.0,6.0,28.0,40.0
,,,,,,,,,,,,,,,
Austin Slater,2024.0,47.0,52.52426903757676,26.0,24.84,177.0,188.65,37.0,46.40217066074413,3.0,3.0,2.0,2.0,15.0,18.0
Kyle Stowers,2024.0,64.0,69.69360308481805,13.0,13.28,192.0,192.03,40.0,47.957358922276505,0.0,0.0,1.0,1.0,16.0,20.0
Zach Neto,2024.0,240.0,225.88227995376852,39.0,41.36,542.0,535.3,135.0,130.3888124642126,30.0,30.0,10.0,10.0,72.0,68.0
Will Brennan,2024.0,128.0,130.5965467419098,19.0,17.79,330.0,319.52,87.0,82.60549341299306,4.0,4.0,2.0,2.0,39.0,39.0
Spencer Steer,2024.0,231.0,245.4994348364804,72.0,65.64,574.0,576.95,129.0,152.84239868152247,25.0,25.0,3.0,3.0,76.0,88.0
Trey Sweeney,2024.0,41.0,29.65797711803438,7.0,7.47,110.0,111.83,24.0,22.610460584224008,2.0,2.0,0.0,0.0,11.0,8.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Nolan Jones,2024.0,82.0,89.79875803608576,36.0,34.89,256.0,266.62,58.0,62.67768539517227,5.0,5.0,4.0,4.0,26.0,29.0
,,,,,,,,,,,,,,,
George Springer,2024.0,202.0,238.1548228869866,60.0,57.55,545.0,530.75,120.0,136.69175808175277,16.0,16.0,1.0,1.0,63.0,82.0
Adam Duvall,2024.0,98.0,121.7556411496135,21.0,21.83,303.0,296.48,55.0,61.57328263449682,0.0,0.0,0.0,0.0,23.0,32.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ezequiel Tovar,2024.0,307.0,261.716697360029,23.0,31.6,655.0,629.27,176.0,149.54067218315885,6.0,6.0,5.0,5.0,88.0,70.0
Randy Arozarena,2024.0,213.0,239.44931702386538,73.0,73.85,549.0,561.75,120.0,145.39936140601128,20.0,20.0,10.0,10.0,66.0,82.0
Logan O'Hoppe,2024.0,196.0,207.5106675070327,33.0,31.93,479.0,474.5,117.0,115.88474691121439,2.0,2.0,3.0,3.0,56.0,59.0
Chris Taylor,2024.0,64.0,85.13254909226154,28.0,28.4,213.0,210.96,43.0,49.55946563808746,5.0,5.0,1.0,1.0,20.0,28.0
Trevor Story,2024.0,37.0,36.28691259370963,11.0,8.89,94.0,95.3,24.0,20.326125044044325,6.0,6.0,3.0,3.0,12.0,10.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Shohei Ohtani,2024.0,411.0,382.97238445981895,81.0,79.51,636.0,617.49,197.0,193.15354101783458,59.0,59.0,4.0,4.0,172.0,163.0
Jhonkensy Noel,2024.0,87.0,84.76599967978137,13.0,12.02,179.0,171.85,39.0,26.20917277778431,0.0,0.0,0.0,0.0,24.0,18.0
,,,,,,,,,,,,,,,
Thairo Estrada,2024.0,125.0,129.36405670211707,10.0,13.34,364.0,344.13,79.0,77.1964339752374,2.0,2.0,2.0,2.0,29.0,32.0
,,,,,,,,,,,,,,,
Miles Mastrobuoni,2024.0,22.0,23.63331071032033,7.0,8.04,98.0,98.89,19.0,20.38425855070262,2.0,2.0,0.0,0.0,6.0,7.0
Brandon Nimmo,2024.0,228.0,269.07942488677827,77.0,76.39,571.0,578.22,128.0,163.95257778715336,15.0,15.0,0.0,0.0,75.0,103.0
Alex Call,2024.0,52.0,39.76740578364067,12.0,11.8,99.0,104.76,34.0,29.07150848697082,5.0,5.0,1.0,1.0,22.0,15.0
Jonathan India,2024.0,209.0,234.53256789861305,80.0,79.11,533.0,538.3,132.0,141.4623118489555,13.0,13.0,2.0,2.0,74.0,86.0
Casey Schmitt,2024.0,51.0,42.22516608536047,4.0,5.06,107.0,102.11,27.0,20.078535230828017,0.0,0.0,0.0,0.0,14.0,10.0
Dylan Moore,2024.0,135.0,152.04846420303966,53.0,51.9,368.0,375.9,74.0,92.59140640040269,32.0,32.0,6.0,6.0,45.0,56.0
Hunter Goodman,2024.0,88.0,96.9722106593497,8.0,8.78,211.0,205.5,40.0,43.44973598977769,1.0,1.0,1.0,1.0,19.0,23.0
Addison Barger,2024.0,73.0,80.54200486439076,14.0,15.32,208.0,202.44,41.0,43.14198940582917,2.0,2.0,0.0,0.0,18.0,22.0
,,,,,,,,,,,,,,,
Garrett Stubbs,2024.0,43.0,53.77640310237756,17.0,14.29,164.0,178.29,34.0,35.71331557549381,5.0,5.0,0.0,0.0,13.0,15.0
,,,,,,,,,,,,,,,
Bryan Reynolds,2024.0,278.0,284.32322577483694,57.0,52.17,622.0,609.88,171.0,164.30699788860676,10.0,10.0,2.0,2.0,95.0,94.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ian Happ,2024.0,251.0,265.9710829657443,80.0,76.41,569.0,574.17,138.0,153.15745776171954,13.0,13.0,2.0,2.0,86.0,96.0
Willi Castro,2024.0,215.0,226.61243882424995,51.0,48.76,558.0,544.24,138.0,135.58653533492352,14.0,14.0,9.0,9.0,65.0,69.0
Abraham Toro,2024.0,118.0,127.76981120638993,20.0,21.62,337.0,331.51,81.0,79.0884593083741,4.0,4.0,2.0,2.0,33.0,36.0
Maikel Garcia,2024.0,191.0,251.6784808985942,42.0,46.63,575.0,568.58,133.0,155.9897693018683,37.0,37.0,2.0,2.0,61.0,90.0
Austin Riley,2024.0,196.0,217.15250626054547,37.0,39.96,425.0,430.41,109.0,117.79102983851894,0.0,0.0,0.0,0.0,62.0,73.0
Tommy Edman,2024.0,58.0,44.47539737890082,11.0,11.4,139.0,137.9,33.0,38.36313184384939,6.0,6.0,0.0,0.0,18.0,16.0
Jarred Kelenic,2024.0,162.0,170.71259196835774,32.0,33.22,412.0,409.25,95.0,99.30465465970926,7.0,7.0,2.0,2.0,47.0,52.0
Jake Burger,2024.0,246.0,241.22520118555144,31.0,31.7,535.0,519.31,134.0,127.56154642440531,1.0,1.0,1.0,1.0,71.0,69.0
Kyle Isbel,2024.0,141.0,145.86159938988123,27.0,27.6,384.0,377.22,88.0,93.24974013908161,11.0,11.0,2.0,2.0,41.0,45.0
,,,,,,,,,,,,,,,
Heliot Ramos,2024.0,223.0,229.81700309367454,37.0,39.51,475.0,477.04,128.0,124.13150734860716,6.0,6.0,1.0,1.0,73.0,74.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Richie Palacios,2024.0,84.0,99.03337498591755,45.0,39.04,264.0,274.65,59.0,69.18982870583821,19.0,19.0,1.0,1.0,32.0,38.0
MJ Melendez,2024.0,165.0,179.7654462637243,35.0,34.5,412.0,419.68,85.0,109.406622148595,4.0,4.0,4.0,4.0,43.0,56.0
Max Schuemann,2024.0,122.0,151.66505643811107,47.0,47.58,396.0,407.91,87.0,99.10308027839797,14.0,14.0,1.0,1.0,39.0,52.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ryan O'Hearn,2024.0,189.0,203.9941965836175,46.0,46.59,443.0,453.43,117.0,125.03038318494791,3.0,3.0,1.0,1.0,63.0,70.0
Luis Matos,2024.0,52.0,51.88512950736049,5.0,5.69,150.0,144.88,32.0,41.52628320921719,0.0,0.0,0.0,0.0,12.0,16.0
Dansby Swanson,2024.0,208.0,234.73562827996182,54.0,56.28,534.0,537.31,129.0,139.10234143145095,19.0,19.0,3.0,3.0,67.0,80.0
Mark Canha,2024.0,136.0,153.26467745941065,51.0,48.35,393.0,414.01,95.0,104.77238864763586,7.0,7.0,0.0,0.0,46.0,52.0
Victor Robles,2024.0,110.0,104.05864293172455,21.0,19.44,254.0,253.36,78.0,60.21903527092756,34.0,34.0,2.0,2.0,47.0,36.0
Alek Thomas,2024.0,34.0,26.007741876250194,7.0,7.22,95.0,98.12,18.0,22.939909797791394,4.0,4.0,1.0,1.0,9.0,8.0
Patrick Wisdom,2024.0,62.0,77.29504847821626,10.0,13.21,158.0,159.66,27.0,36.124832189785025,5.0,5.0,0.0,0.0,14.0,23.0
Taylor Walls,2024.0,54.0,77.44051220136947,31.0,29.53,218.0,224.65,40.0,54.04249369712789,16.0,16.0,4.0,4.0,17.0,27.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Brett Wisely,2024.0,87.0,91.31334879005671,13.0,13.71,252.0,242.84,60.0,57.79713469838356,2.0,2.0,3.0,3.0,23.0,24.0
Edward Olivares,2024.0,58.0,72.01006523975572,16.0,15.63,174.0,172.46,39.0,45.761217362802576,1.0,1.0,0.0,0.0,17.0,24.0
Shea Langeliers,2024.0,217.0,216.98406947580116,41.0,41.76,482.0,471.51,108.0,116.60359584686657,4.0,4.0,2.0,2.0,62.0,67.0
Isiah Kiner-Falefa,2024.0,175.0,160.83398534767417,16.0,23.94,465.0,438.05,125.0,100.39410310869799,11.0,11.0,2.0,2.0,53.0,44.0
Colt Keith,2024.0,196.0,200.2541972487055,36.0,38.45,516.0,495.04,134.0,119.65643491374567,7.0,7.0,1.0,1.0,61.0,60.0
Kody Clemens,2024.0,51.0,37.37926321499921,5.0,6.06,114.0,112.58,25.0,30.456296679166805,0.0,0.0,0.0,0.0,13.0,12.0
Henry Davis,2024.0,22.0,27.572007236249945,13.0,12.28,104.0,108.43,15.0,20.483777641116525,0.0,0.0,0.0,0.0,5.0,7.0
,,,,,,,,,,,,,,,
Nick Loftin,2024.0,35.0,57.77888938241023,19.0,17.44,148.0,146.53,28.0,42.075437019494004,1.0,1.0,0.0,0.0,10.0,21.0
,,,,,,,,,,,,,,,
Robbie Grossman,2024.0,61.0,72.10364623258279,34.0,32.2,208.0,215.12,44.0,48.42454677895669,3.0,3.0,0.0,0.0,20.0,24.0
Jake Cave,2024.0,128.0,115.47315610784864,18.0,18.33,323.0,317.62,81.0,77.32553248954984,5.0,5.0,2.0,2.0,37.0,33.0
Nick Ahmed,2024.0,62.0,70.3478982460166,11.0,11.21,210.0,198.92,48.0,44.73930297512949,2.0,2.0,1.0,1.0,17.0,19.0
Kerry Carpenter,2024.0,155.0,140.6476353818062,22.0,21.04,264.0,263.82,75.0,68.58437658924099,0.0,0.0,2.0,2.0,51.0,43.0
Jake Cronenworth,2024.0,225.0,258.98119448938166,61.0,67.05,577.0,585.95,139.0,156.09853041511235,5.0,5.0,2.0,2.0,71.0,89.0
,,,,,,,,,,,,,,,
Riley Greene,2024.0,245.0,244.08719236108385,64.0,64.82,512.0,526.76,134.0,136.11368530939438,4.0,4.0,2.0,2.0,84.0,83.0
Gavin Lux,2024.0,168.0,181.38218553024313,44.0,44.01,439.0,449.47,110.0,115.62248285758912,5.0,5.0,2.0,2.0,54.0,59.0
Nick Gordon,2024.0,96.0,95.57183772983998,11.0,10.25,260.0,248.24,59.0,55.58117378780334,5.0,5.0,5.0,5.0,23.0,23.0
Nick Allen,2024.0,24.0,35.61270798432341,5.0,6.44,97.0,96.53,17.0,21.011460424452828,0.0,0.0,0.0,0.0,5.0,9.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Francisco Lindor,2024.0,309.0,320.76562793035356,56.0,60.13,618.0,616.49,169.0,176.0577204475723,29.0,29.0,4.0,4.0,107.0,116.0
Lawrence Butler,2024.0,202.0,193.81986385665198,35.0,38.3,412.0,425.41,108.0,110.64923598489675,18.0,18.0,0.0,0.0,69.0,66.0
Josh Smith,2024.0,206.0,207.76365089173655,46.0,46.54,523.0,525.21,135.0,134.7489039366238,11.0,11.0,2.0,2.0,67.0,67.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ryan Mountcastle,2024.0,201.0,213.10672223746195,27.0,28.07,473.0,462.2,128.0,123.37940002082158,3.0,3.0,0.0,0.0,63.0,66.0
JJ Bleday,2024.0,250.0,242.62837198937962,67.0,65.08,572.0,565.17,139.0,138.9609761898783,2.0,2.0,3.0,3.0,79.0,77.0
,,,,,,,,,,,,,,,
Andruw Monasterio,2024.0,34.0,51.19371202009063,16.0,16.54,125.0,132.49,26.0,34.42966951743049,6.0,6.0,2.0,2.0,11.0,18.0
,,,,,,,,,,,,,,,
Korey Lee,2024.0,131.0,135.5393860761752,17.0,18.64,377.0,362.11,79.0,79.68181957014447,6.0,6.0,3.0,3.0,32.0,35.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Brent Rooker,2024.0,307.0,266.2854850679046,59.0,57.99,546.0,547.22,160.0,141.59750944643662,11.0,11.0,3.0,3.0,112.0,89.0
Wilyer Abreu,2024.0,183.0,181.17748500541228,40.0,39.75,399.0,406.21,101.0,106.12176563016051,8.0,8.0,3.0,3.0,59.0,59.0
,,,,,,,,,,,,,,,
Tyler O'Neill,2024.0,210.0,196.28703234796083,53.0,52.85,411.0,422.76,99.0,103.511337454244,4.0,4.0,0.0,0.0,70.0,65.0
Matt Wallner,2024.0,115.0,101.93233681002621,24.0,28.07,220.0,223.07,57.0,47.646304448962006,3.0,3.0,0.0,0.0,39.0,31.0
Randal Grichuk,2024.0,134.0,127.48528951849246,20.0,22.88,254.0,263.36,74.0,74.33107529080519,0.0,0.0,0.0,0.0,46.0,43.0
Jorge Polanco,2024.0,148.0,168.04045832931317,46.0,46.68,417.0,415.95,89.0,99.77726008144373,4.0,4.0,2.0,2.0,43.0,53.0
Darell Hernaiz,2024.0,29.0,27.426692553436908,11.0,10.36,120.0,119.73,23.0,29.484337357952647,1.0,1.0,1.0,1.0,7.0,8.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Christian Bethancourt,2024.0,51.0,49.11610773511491,5.0,4.65,139.0,132.93,29.0,32.33730500236435,3.0,3.0,0.0,0.0,13.0,14.0
,,,,,,,,,,,,,,,
Kevin Newman,2024.0,108.0,93.6552174813601,15.0,16.97,288.0,273.71,80.0,62.46799234638935,8.0,8.0,1.0,1.0,35.0,27.0
,,,,,,,,,,,,,,,
Manuel Margot,2024.0,106.0,125.84358461432303,21.0,21.17,315.0,321.48,75.0,76.80264510025299,5.0,5.0,0.0,0.0,31.0,37.0
Bryan De La Cruz,2024.0,224.0,243.80411496760468,29.0,34.1,584.0,575.73,136.0,141.28950362097473,5.0,5.0,2.0,2.0,60.0,70.0
Trey Lipscomb,2024.0,44.0,54.5966062452074,16.0,14.91,190.0,189.18,38.0,44.31263311281248,11.0,11.0,2.0,2.0,13.0,17.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ben Rice,2024.0,53.0,94.56427921079333,20.0,19.25,152.0,154.39,26.0,40.509588138394825,0.0,0.0,1.0,1.0,14.0,32.0
Nick Castellanos,2024.0,261.0,249.01769928343532,41.0,38.8,606.0,584.82,154.0,141.55595506110873,6.0,6.0,2.0,2.0,79.0,72.0
Oswaldo Cabrera,2024.0,109.0,113.17185271222074,21.0,21.4,299.0,302.01,74.0,77.76148621811893,4.0,4.0,2.0,2.0,32.0,35.0
Xander Bogaerts,2024.0,163.0,168.05651139345045,28.0,32.91,428.0,420.96,113.0,98.5932436527267,13.0,13.0,3.0,3.0,52.0,50.0
Vaughn Grissom,2024.0,23.0,34.454959674597504,7.0,7.35,105.0,107.88,20.0,25.990860480041825,2.0,2.0,0.0,0.0,6.0,10.0
Bryce Harper,2024.0,289.0,267.9939661370146,76.0,64.32,550.0,561.2,157.0,157.41858820776378,7.0,7.0,4.0,4.0,107.0,94.0
Michael Toglia,2024.0,182.0,194.99603782704128,54.0,52.1,399.0,412.52,87.0,103.11666072031852,10.0,10.0,1.0,1.0,58.0,67.0
,,,,,,,,,,,,,,,
